date_order,city,store_type,store_name,total_cust,total_orders,quantity,total_sales,total_cost,profits
04-2023,New York,Airport,Chocolate Store 30,434,434,1261,10766.73,6452.92,4313.86
12-2023,New York,Airport,Chocolate Store 30,411,411,1251,10475.95,6282.4,4193.51
12-2024,New York,Airport,Chocolate Store 30,429,429,1238,10409.72,6318.59,4091.14
03-2023,New York,Airport,Chocolate Store 30,421,421,1243,10304.83,6162.52,4142.25
01-2024,New York,Airport,Chocolate Store 30,422,422,1329,11087.38,6681.04,4406.26
07-2023,New York,Airport,Chocolate Store 30,428,428,1297,11483.36,6910.84,4572.49
04-2024,Paris,Retail,Chocolate Store 31,419,419,1249,10417.94,6282.51,4135.38
07-2023,Paris,Retail,Chocolate Store 31,424,424,1234,10303.87,6153.17,4150.68
07-2024,Paris,Retail,Chocolate Store 31,436,436,1365,11661.25,6966.75,4694.46
08-2024,Paris,Retail,Chocolate Store 31,416,416,1284,10810.23,6423.26,4386.96
01-2023,Paris,Retail,Chocolate Store 31,437,437,1280,11117.33,6682.7,4434.62
03-2024,Paris,Retail,Chocolate Store 31,415,415,1191,9965.85,5944.16,4021.7
12-2024,Paris,Retail,Chocolate Store 31,443,443,1286,10927.35,6560.98,4366.38
05-2023,Paris,Retail,Chocolate Store 31,404,404,1229,10615.57,6330.67,4284.95
08-2023,Paris,Retail,Chocolate Store 31,404,404,1219,9925.29,6042.65,3882.67
06-2024,Paris,Retail,Chocolate Store 31,442,442,1367,11320.98,6795.5,4525.39
04-2023,Paris,Retail,Chocolate Store 31,438,438,1317,11335.47,6780.7,4554.71
10-2024,Paris,Retail,Chocolate Store 31,421,421,1291,11155.16,6705.13,4449.99
11-2023,Paris,Retail,Chocolate Store 31,407,407,1192,10279.77,6168.37,4111.4
10-2023,Paris,Retail,Chocolate Store 31,443,443,1333,11101.44,6656.35,4445.07
09-2024,Paris,Retail,Chocolate Store 31,419,419,1225,10394.46,6248.99,4145.48
02-2023,Paris,Retail,Chocolate Store 31,398,398,1193,10292.97,6206.67,4086.33
03-2023,Paris,Retail,Chocolate Store 31,407,407,1184,9512.74,5698.67,3814.14
02-2024,Paris,Retail,Chocolate Store 31,384,384,1142,9976.71,5973.14,4003.57
06-2023,Paris,Retail,Chocolate Store 31,376,376,1120,9830.39,5865.25,3965.12
05-2024,Paris,Retail,Chocolate Store 31,402,402,1206,10326.77,6150.93,4175.68
01-2024,Paris,Retail,Chocolate Store 31,440,440,1325,11318.77,6823.34,4495.4
11-2024,Paris,Retail,Chocolate Store 31,404,404,1274,10606.7,6338.3,4268.33
12-2023,Paris,Retail,Chocolate Store 31,433,433,1292,10992.67,6601.76,4390.85
09-2023,Paris,Retail,Chocolate Store 31,374,374,1134,9634.66,5712.13,3922.52
04-2024,Paris,Mall,Chocolate Store 32,418,418,1288,11039.83,6618.06,4421.79
01-2024,Paris,Mall,Chocolate Store 32,378,378,1151,9900.46,5895.85,4004.67
04-2023,Paris,Mall,Chocolate Store 32,404,404,1198,10191.35,6103.3,4088.1
03-2023,Paris,Mall,Chocolate Store 32,439,439,1356,11689.38,6922.75,4766.58
05-2024,Paris,Mall,Chocolate Store 32,419,419,1257,10534.43,6291.87,4242.61
06-2023,Paris,Mall,Chocolate Store 32,413,413,1241,10408.12,6323.02,4085.1
09-2024,Paris,Mall,Chocolate Store 32,377,377,1160,9878.88,5957.18,3921.78
02-2023,Paris,Mall,Chocolate Store 32,383,383,1134,9700.67,5813.36,3887.23
10-2024,Paris,Mall,Chocolate Store 32,415,415,1233,10391.63,6204.32,4187.3
03-2024,Paris,Mall,Chocolate Store 32,423,423,1291,10874.24,6573.69,4300.52
11-2024,Paris,Mall,Chocolate Store 32,414,414,1226,10524.42,6357.62,4166.85
10-2023,Paris,Mall,Chocolate Store 32,434,434,1333,11255.51,6717.14,4538.37
06-2024,Paris,Mall,Chocolate Store 32,396,396,1182,9957.9,5874.36,4083.49
01-2023,Paris,Mall,Chocolate Store 32,428,428,1301,10944.16,6537.5,4406.65
02-2024,Paris,Mall,Chocolate Store 32,339,339,1046,8836.58,5309.73,3526.92
11-2023,Paris,Mall,Chocolate Store 32,396,396,1243,10491.75,6253.1,4238.56
12-2024,Paris,Mall,Chocolate Store 32,401,401,1240,10495.34,6314.78,4180.65
08-2023,Paris,Mall,Chocolate Store 32,427,427,1323,11119.68,6655.38,4464.21
12-2023,Paris,Mall,Chocolate Store 32,458,458,1410,11956.42,7202.37,4754.02
09-2023,Paris,Mall,Chocolate Store 32,399,399,1223,10673.23,6411.88,4261.3
07-2024,Paris,Mall,Chocolate Store 32,414,414,1175,9951.42,5975.37,3976.08
07-2023,Paris,Mall,Chocolate Store 32,376,376,1106,9529.46,5736.41,3793.02
08-2024,Paris,Mall,Chocolate Store 32,428,428,1286,10650.43,6467.19,4183.24
05-2023,Paris,Mall,Chocolate Store 32,427,427,1260,10725.9,6506.86,4218.99
08-2023,Toronto,Retail,Chocolate Store 33,418,418,1237,10753.39,6430.74,4322.67
05-2023,Toronto,Retail,Chocolate Store 33,419,419,1271,10538.38,6272.41,4265.95
01-2023,Toronto,Retail,Chocolate Store 33,464,464,1416,11942.02,7146.69,4795.3
09-2023,Toronto,Retail,Chocolate Store 33,390,390,1163,9626.94,5774.68,3852.3
02-2023,Toronto,Retail,Chocolate Store 33,375,375,1153,9884.25,5924.64,3959.63
03-2023,Toronto,Retail,Chocolate Store 33,434,434,1290,11218.84,6761.58,4457.16
01-2024,Toronto,Retail,Chocolate Store 33,445,445,1358,11585.37,6968.77,4616.57
11-2023,Toronto,Retail,Chocolate Store 33,425,425,1262,11121.23,6674.29,4446.94
05-2024,Toronto,Retail,Chocolate Store 33,409,409,1217,10251.42,6110.9,4140.44
06-2023,Toronto,Retail,Chocolate Store 33,418,418,1240,10184.87,6082.92,4102.02
10-2024,Toronto,Retail,Chocolate Store 33,393,393,1185,10252.49,6089.76,4162.74
04-2024,Toronto,Retail,Chocolate Store 33,418,418,1240,10451.74,6265.4,4186.26
04-2023,Toronto,Retail,Chocolate Store 33,395,395,1188,9980.58,5930.6,4050
11-2024,Toronto,Retail,Chocolate Store 33,419,419,1329,11140.34,6651.19,4489.17
12-2023,Toronto,Retail,Chocolate Store 33,437,437,1280,11527.62,6963.03,4564.6
09-2024,Toronto,Retail,Chocolate Store 33,429,429,1283,10631.55,6353.89,4277.66
07-2023,Toronto,Retail,Chocolate Store 33,436,436,1288,10719.16,6408.12,4311.07
10-2023,Toronto,Retail,Chocolate Store 33,409,409,1241,10395.33,6276.18,4119.05
03-2024,Toronto,Retail,Chocolate Store 33,450,450,1346,11737.1,7057.22,4679.96
07-2024,Toronto,Retail,Chocolate Store 33,417,417,1251,10549.26,6309.29,4240.01
12-2024,Toronto,Retail,Chocolate Store 33,448,448,1359,11352.94,6767.09,4585.82
08-2024,Toronto,Retail,Chocolate Store 33,401,401,1204,10142.68,6076.62,4066.02
02-2024,Toronto,Retail,Chocolate Store 33,386,386,1188,10026.84,6041.09,3985.73
06-2024,Toronto,Retail,Chocolate Store 33,436,436,1341,11728.5,7031.64,4696.86
10-2023,Paris,Mall,Chocolate Store 34,440,440,1339,11518.69,6874.28,4644.45
07-2023,Paris,Mall,Chocolate Store 34,418,418,1296,10896.5,6536.23,4360.32
10-2024,Paris,Mall,Chocolate Store 34,387,387,1163,9610.54,5775.85,3834.66
05-2024,Paris,Mall,Chocolate Store 34,410,410,1242,10565.68,6387.61,4178.11
06-2023,Paris,Mall,Chocolate Store 34,395,395,1122,9350.09,5621.2,3728.84
08-2023,Paris,Mall,Chocolate Store 34,414,414,1283,10703.73,6369.26,4334.5
01-2024,Paris,Mall,Chocolate Store 34,431,431,1343,11626.31,6947.81,4678.51
03-2023,Paris,Mall,Chocolate Store 34,406,406,1210,10159.26,6077.3,4082.01
04-2023,Paris,Mall,Chocolate Store 34,448,448,1350,11449.19,6901.59,4547.53
05-2023,Paris,Mall,Chocolate Store 34,403,403,1197,10142.5,6030.46,4112.01
02-2023,Paris,Mall,Chocolate Store 34,353,353,1048,8729.68,5320.7,3409.09
02-2024,Paris,Mall,Chocolate Store 34,421,421,1267,10278.65,6185.67,4092.94
11-2023,Paris,Mall,Chocolate Store 34,428,428,1267,10953.02,6600.18,4352.85
11-2024,Paris,Mall,Chocolate Store 34,463,463,1435,11944.43,7165.28,4779.13
01-2023,Paris,Mall,Chocolate Store 34,442,442,1283,11147.6,6699.73,4447.83
06-2024,Paris,Mall,Chocolate Store 34,408,408,1211,10329.3,6144.31,4184.96
09-2023,Paris,Mall,Chocolate Store 34,427,427,1252,10695.05,6429.61,4265.54
04-2024,Paris,Mall,Chocolate Store 34,368,368,1137,9472.59,5692.27,3780.42
12-2024,Paris,Mall,Chocolate Store 34,417,417,1201,9857.09,5926.72,3930.43
12-2023,Paris,Mall,Chocolate Store 34,421,421,1245,10608.09,6363.37,4244.67
09-2024,Paris,Mall,Chocolate Store 34,405,405,1190,10065.77,5991.34,4074.35
07-2024,Paris,Mall,Chocolate Store 34,447,447,1336,11552.78,6917.01,4635.79
08-2024,Paris,Mall,Chocolate Store 34,387,387,1161,10103.26,6078.54,4024.79
03-2024,Paris,Mall,Chocolate Store 34,439,439,1365,11738.43,7051.45,4687.02
04-2023,Melbourne,Mall,Chocolate Store 35,364,364,1120,9610.37,5741.84,3868.65
12-2024,Melbourne,Mall,Chocolate Store 35,421,421,1227,10138.09,6134.7,4003.33
03-2024,Melbourne,Mall,Chocolate Store 35,420,420,1235,10389.65,6180.88,4208.68
06-2024,Melbourne,Mall,Chocolate Store 35,407,407,1197,10169.15,6134.64,4034.5
08-2024,Melbourne,Mall,Chocolate Store 35,390,390,1095,9322.02,5578.33,3743.74
12-2023,Melbourne,Mall,Chocolate Store 35,419,419,1280,10724.12,6412,4312.17
10-2023,Melbourne,Mall,Chocolate Store 35,408,408,1164,9636.64,5814.29,3822.34
09-2023,Melbourne,Mall,Chocolate Store 35,432,432,1336,11449.11,6920.74,4528.44
07-2023,Melbourne,Mall,Chocolate Store 35,424,424,1270,10724.96,6423.29,4301.69
04-2024,Melbourne,Mall,Chocolate Store 35,412,412,1233,10848.63,6490.27,4358.37
01-2023,Melbourne,Mall,Chocolate Store 35,438,438,1353,11470.81,6945.95,4524.85
05-2024,Melbourne,Mall,Chocolate Store 35,427,427,1312,11343.74,6772.88,4570.82
05-2023,Melbourne,Mall,Chocolate Store 35,424,424,1271,10554.67,6285.42,4269.26
02-2024,Melbourne,Mall,Chocolate Store 35,416,416,1248,10642.01,6463.24,4178.76
03-2023,Melbourne,Mall,Chocolate Store 35,426,426,1235,10785.34,6484.57,4300.77
01-2024,Melbourne,Mall,Chocolate Store 35,406,406,1195,10169.58,6040.13,4129.38
11-2024,Melbourne,Mall,Chocolate Store 35,433,433,1316,11399.68,6790.7,4608.94
06-2023,Melbourne,Mall,Chocolate Store 35,423,423,1237,10421.91,6270.37,4151.27
08-2023,Melbourne,Mall,Chocolate Store 35,454,454,1383,12029.21,7142.27,4886.86
02-2023,Melbourne,Mall,Chocolate Store 35,356,356,1056,9415.14,5626.15,3788.92
11-2023,Melbourne,Mall,Chocolate Store 35,400,400,1211,10145.69,6118.16,4027.42
10-2024,Melbourne,Mall,Chocolate Store 35,403,403,1198,10301.31,6195.01,4106.3
07-2024,Melbourne,Mall,Chocolate Store 35,415,415,1240,10434.63,6282.99,4151.59
09-2024,Melbourne,Mall,Chocolate Store 35,417,417,1240,11004.33,6575.4,4428.98
12-2023,Berlin,Mall,Chocolate Store 36,425,425,1255,10937.26,6498.11,4439.1
10-2024,Berlin,Mall,Chocolate Store 36,445,445,1291,10967.18,6584.99,4382.08
10-2023,Berlin,Mall,Chocolate Store 36,414,414,1238,10403.05,6260.6,4142.44
09-2024,Berlin,Mall,Chocolate Store 36,431,431,1291,10980.02,6584.69,4395.3
02-2024,Berlin,Mall,Chocolate Store 36,375,375,1092,9082.77,5469.44,3613.41
02-2023,Berlin,Mall,Chocolate Store 36,344,344,1046,8813.96,5322.33,3491.53
06-2023,Berlin,Mall,Chocolate Store 36,396,396,1204,10161.03,6098.69,4062.27
11-2023,Berlin,Mall,Chocolate Store 36,387,387,1141,9845.03,5928.34,3916.79
04-2023,Berlin,Mall,Chocolate Store 36,397,397,1184,9626.29,5765.54,3860.72
01-2024,Berlin,Mall,Chocolate Store 36,420,420,1253,10926.58,6529.79,4396.81
03-2023,Berlin,Mall,Chocolate Store 36,441,441,1384,11691.89,7029.56,4662.33
05-2024,Berlin,Mall,Chocolate Store 36,391,391,1176,10190.73,6122.92,4067.73
11-2024,Berlin,Mall,Chocolate Store 36,419,419,1248,10596.46,6356.15,4240.3
08-2023,Berlin,Mall,Chocolate Store 36,434,434,1304,10858.67,6504.14,4354.58
09-2023,Berlin,Mall,Chocolate Store 36,413,413,1273,10830.19,6491.54,4338.66
07-2023,Berlin,Mall,Chocolate Store 36,444,444,1316,11475.96,6902,4573.92
04-2024,Berlin,Mall,Chocolate Store 36,413,413,1261,10513.61,6291.49,4222.02
05-2023,Berlin,Mall,Chocolate Store 36,431,431,1274,10873.27,6537.64,4335.64
12-2024,Berlin,Mall,Chocolate Store 36,406,406,1222,10233.71,6090.77,4142.98
07-2024,Berlin,Mall,Chocolate Store 36,421,421,1285,11084.19,6628.19,4455.98
08-2024,Berlin,Mall,Chocolate Store 36,427,427,1316,11169.89,6694.11,4475.76
06-2024,Berlin,Mall,Chocolate Store 36,396,396,1208,10332.6,6203.54,4129
01-2023,Berlin,Mall,Chocolate Store 36,410,410,1235,10584.88,6313.51,4271.3
03-2024,Berlin,Mall,Chocolate Store 36,408,408,1251,10611.36,6333.92,4277.48
10-2023,London,Online,Chocolate Store 37,446,446,1357,11486.48,6857.81,4628.71
01-2024,London,Online,Chocolate Store 37,440,440,1339,11388.6,6850.32,4538.22
03-2023,London,Online,Chocolate Store 37,473,473,1474,12213.92,7331.78,4882.27
06-2023,London,Online,Chocolate Store 37,414,414,1281,10897.36,6487.47,4409.81
12-2024,London,Online,Chocolate Store 37,441,441,1299,11290.85,6797.68,4493.16
04-2023,London,Online,Chocolate Store 37,386,386,1117,10067.39,6077.4,3989.88
05-2024,London,Online,Chocolate Store 37,464,464,1348,11119.89,6709.58,4410.26
11-2024,London,Online,Chocolate Store 37,407,407,1212,10198.81,6038.23,4160.65
03-2024,London,Online,Chocolate Store 37,404,404,1231,10459.19,6300.69,4158.49
10-2024,London,Online,Chocolate Store 37,399,399,1173,10087.21,5995.98,4091.25
06-2024,London,Online,Chocolate Store 37,390,390,1151,9770.27,5862.68,3907.59
07-2023,London,Online,Chocolate Store 37,422,422,1213,10497.24,6330.01,4167.36
07-2024,London,Online,Chocolate Store 37,454,454,1348,11671.31,7031.83,4639.49
08-2024,London,Online,Chocolate Store 37,424,424,1282,10323.39,6168.65,4154.79
12-2023,London,Online,Chocolate Store 37,447,447,1312,11053.74,6602.32,4451.39
01-2023,London,Online,Chocolate Store 37,395,395,1186,10170.44,6095.81,4074.64
04-2024,London,Online,Chocolate Store 37,382,382,1127,9746.43,5870.45,3875.92
11-2023,London,Online,Chocolate Store 37,382,382,1106,9285.55,5528.2,3757.34
05-2023,London,Online,Chocolate Store 37,437,437,1296,10677.03,6364.24,4312.79
09-2023,London,Online,Chocolate Store 37,372,372,1094,9557.39,5683.11,3874.26
08-2023,London,Online,Chocolate Store 37,426,426,1239,10479.1,6305.52,4173.63
02-2024,London,Online,Chocolate Store 37,372,372,1126,9248.38,5540.57,3707.79
02-2023,London,Online,Chocolate Store 37,368,368,1063,8965.48,5377.14,3588.22
09-2024,London,Online,Chocolate Store 37,443,443,1347,11741.72,7075.57,4666.19
11-2023,Melbourne,Mall,Chocolate Store 38,402,402,1236,10649.95,6392.9,4257.06
08-2023,Melbourne,Mall,Chocolate Store 38,424,424,1278,11148.47,6697.57,4450.95
12-2024,Melbourne,Mall,Chocolate Store 38,422,422,1289,10514.09,6232.3,4281.78
12-2023,Melbourne,Mall,Chocolate Store 38,409,409,1241,10383.88,6206.66,4177.23
09-2024,Melbourne,Mall,Chocolate Store 38,420,420,1247,10430.95,6284.27,4146.67
07-2023,Melbourne,Mall,Chocolate Store 38,388,388,1158,10167.46,6143.34,4024.24
03-2024,Melbourne,Mall,Chocolate Store 38,430,430,1257,11049.84,6634.34,4415.53
04-2023,Melbourne,Mall,Chocolate Store 38,380,380,1131,9434.31,5583.35,3850.85
01-2024,Melbourne,Mall,Chocolate Store 38,424,424,1275,11020.78,6598.66,4422.06
03-2023,Melbourne,Mall,Chocolate Store 38,425,425,1299,11352.03,6854,4498.13
05-2024,Melbourne,Mall,Chocolate Store 38,447,447,1340,11416.76,6857.84,4559.01
06-2023,Melbourne,Mall,Chocolate Store 38,408,408,1184,9818.12,5876.76,3941.27
11-2024,Melbourne,Mall,Chocolate Store 38,384,384,1128,9601.54,5781.79,3819.83
10-2023,Melbourne,Mall,Chocolate Store 38,437,437,1287,10756.98,6491.5,4265.47
10-2024,Melbourne,Mall,Chocolate Store 38,434,434,1313,11148.87,6677.03,4471.83
07-2024,Melbourne,Mall,Chocolate Store 38,429,429,1255,10455.57,6236.6,4218.99
02-2023,Melbourne,Mall,Chocolate Store 38,381,381,1126,9566.24,5745.24,3820.93
02-2024,Melbourne,Mall,Chocolate Store 38,406,406,1238,10262.24,6118.94,4143.42
04-2024,Melbourne,Mall,Chocolate Store 38,383,383,1121,9752.61,5794.7,3957.85
09-2023,Melbourne,Mall,Chocolate Store 38,395,395,1165,10251.91,6218.48,4033.55
05-2023,Melbourne,Mall,Chocolate Store 38,429,429,1278,11175.93,6739.12,4436.75
08-2024,Melbourne,Mall,Chocolate Store 38,421,421,1252,10794.06,6457.43,4336.58
06-2024,Melbourne,Mall,Chocolate Store 38,383,383,1199,10544.88,6266.61,4278.31
01-2023,Melbourne,Mall,Chocolate Store 38,453,453,1327,11295.37,6744.29,4551
11-2023,New York,Mall,Chocolate Store 39,413,413,1273,10598.68,6423.79,4174.87
10-2024,New York,Mall,Chocolate Store 39,425,425,1249,10468.74,6315.4,4153.36
04-2023,New York,Mall,Chocolate Store 39,390,390,1156,9504.37,5706.78,3797.57
01-2024,New York,Mall,Chocolate Store 39,404,404,1196,10394.68,6267.13,4127.43
05-2024,New York,Mall,Chocolate Store 39,411,411,1239,10616.09,6420.43,4195.64
03-2023,New York,Mall,Chocolate Store 39,442,442,1326,11001.44,6629.79,4371.71
06-2023,New York,Mall,Chocolate Store 39,409,409,1266,11165.83,6669.02,4496.83
08-2023,New York,Mall,Chocolate Store 39,410,410,1201,9845.19,5940.1,3905.1
11-2024,New York,Mall,Chocolate Store 39,424,424,1312,11412.33,6888.4,4523.92
07-2023,New York,Mall,Chocolate Store 39,387,387,1208,10312.71,6155.59,4157.17
10-2023,New York,Mall,Chocolate Store 39,436,436,1233,10498.95,6346.35,4152.59
02-2024,New York,Mall,Chocolate Store 39,347,347,1013,8446.24,5050.09,3396.19
12-2023,New York,Mall,Chocolate Store 39,441,441,1298,10882.57,6576.39,4306.2
01-2023,New York,Mall,Chocolate Store 39,427,427,1310,11463.29,6862.33,4601.06
12-2024,New York,Mall,Chocolate Store 39,432,432,1283,10751.85,6440.39,4311.5
09-2024,New York,Mall,Chocolate Store 39,414,414,1253,10913.13,6514.83,4398.29
07-2024,New York,Mall,Chocolate Store 39,451,451,1304,10782.12,6450.06,4332.09
08-2024,New York,Mall,Chocolate Store 39,425,425,1251,10684.11,6353.35,4330.75
03-2024,New York,Mall,Chocolate Store 39,436,436,1337,11372.33,6872.7,4499.59
04-2024,New York,Mall,Chocolate Store 39,416,416,1255,10648.31,6417.92,4230.45
09-2023,New York,Mall,Chocolate Store 39,364,364,1057,9383.28,5641.39,3741.85
06-2024,New York,Mall,Chocolate Store 39,447,447,1383,11782.52,6985.06,4797.43
05-2023,New York,Mall,Chocolate Store 39,448,448,1385,12326.16,7385.8,4940.31
02-2023,New York,Mall,Chocolate Store 39,389,389,1124,9432.88,5678.58,3754.43
01-2023,Paris,Airport,Chocolate Store 4,410,410,1247,10465,6284.83,4180.19
11-2023,Paris,Airport,Chocolate Store 4,438,438,1370,11408.84,6888.06,4520.79
04-2024,Paris,Airport,Chocolate Store 4,389,389,1143,9730.35,5842.06,3888.29
08-2024,Paris,Airport,Chocolate Store 4,446,446,1360,11552.65,6929.56,4623.08
07-2024,Paris,Airport,Chocolate Store 4,441,441,1319,11099.49,6704.2,4395.24
09-2023,Paris,Airport,Chocolate Store 4,391,391,1163,9785.6,5823.72,3961.84
05-2023,Paris,Airport,Chocolate Store 4,400,400,1203,10482.99,6311.62,4171.34
08-2023,Paris,Airport,Chocolate Store 4,402,402,1206,10280.22,6124.26,4155.96
02-2023,Paris,Airport,Chocolate Store 4,361,361,1083,9165.12,5477.78,3687.29
02-2024,Paris,Airport,Chocolate Store 4,389,389,1131,9609.6,5739.06,3870.49
06-2024,Paris,Airport,Chocolate Store 4,411,411,1195,10005.84,5990.7,4015.12
10-2023,Paris,Airport,Chocolate Store 4,426,426,1215,10253.66,6190.92,4062.79
12-2023,Paris,Airport,Chocolate Store 4,393,393,1219,10724.45,6431.38,4292.99
09-2024,Paris,Airport,Chocolate Store 4,406,406,1229,10263.55,6188.52,4075.05
03-2024,Paris,Airport,Chocolate Store 4,441,441,1356,11169.27,6715.31,4454
04-2023,Paris,Airport,Chocolate Store 4,402,402,1180,10314.84,6177.23,4137.57
12-2024,Paris,Airport,Chocolate Store 4,393,393,1164,9753.21,5866.16,3887.13
11-2024,Paris,Airport,Chocolate Store 4,369,369,1085,9605.18,5698.87,3906.46
07-2023,Paris,Airport,Chocolate Store 4,426,426,1231,10310.15,6140.87,4169.33
03-2023,Paris,Airport,Chocolate Store 4,395,395,1196,10006.2,6004.58,4001.55
06-2023,Paris,Airport,Chocolate Store 4,389,389,1140,9607.99,5764.98,3843.02
10-2024,Paris,Airport,Chocolate Store 4,385,385,1088,9285.91,5555.89,3730.03
01-2024,Paris,Airport,Chocolate Store 4,405,405,1223,10046.78,5984.24,4062.56
05-2024,Paris,Airport,Chocolate Store 4,440,440,1334,11179.1,6674.48,4504.61
12-2023,Melbourne,Airport,Chocolate Store 40,419,419,1211,10137.01,6011.26,4125.7
10-2024,Melbourne,Airport,Chocolate Store 40,421,421,1294,11008.91,6634.07,4374.95
10-2023,Melbourne,Airport,Chocolate Store 40,426,426,1249,10663.65,6442.94,4220.67
03-2024,Melbourne,Airport,Chocolate Store 40,394,394,1195,10063.85,6004.02,4059.95
09-2024,Melbourne,Airport,Chocolate Store 40,376,376,1097,9166.48,5472.55,3693.91
03-2023,Melbourne,Airport,Chocolate Store 40,440,440,1287,10964.67,6618.32,4346.36
01-2024,Melbourne,Airport,Chocolate Store 40,391,391,1173,9931,5912.85,4018.17
12-2024,Melbourne,Airport,Chocolate Store 40,410,410,1223,10381.38,6218.32,4163.14
04-2023,Melbourne,Airport,Chocolate Store 40,431,431,1347,11601.71,6989.97,4611.68
07-2023,Melbourne,Airport,Chocolate Store 40,463,463,1409,11903.13,7136.28,4766.88
05-2023,Melbourne,Airport,Chocolate Store 40,426,426,1262,10551.73,6329.13,4222.51
04-2024,Melbourne,Airport,Chocolate Store 40,420,420,1259,10995.83,6591.23,4404.73
08-2024,Melbourne,Airport,Chocolate Store 40,430,430,1295,11104.39,6687.94,4416.38
07-2024,Melbourne,Airport,Chocolate Store 40,455,455,1366,11773.92,7018.47,4755.5
06-2023,Melbourne,Airport,Chocolate Store 40,412,412,1207,10396.34,6231.27,4165.06
05-2024,Melbourne,Airport,Chocolate Store 40,370,370,1053,9057.97,5409.73,3648.3
08-2023,Melbourne,Airport,Chocolate Store 40,413,413,1211,10449.2,6160.99,4288.17
01-2023,Melbourne,Airport,Chocolate Store 40,412,412,1243,10311.2,6188.97,4122.24
09-2023,Melbourne,Airport,Chocolate Store 40,423,423,1287,11147.31,6710.68,4436.58
06-2024,Melbourne,Airport,Chocolate Store 40,427,427,1242,10641.39,6374.74,4266.64
02-2024,Melbourne,Airport,Chocolate Store 40,396,396,1218,10490.57,6243.14,4247.43
02-2023,Melbourne,Airport,Chocolate Store 40,374,374,1154,9541.5,5728.99,3812.5
11-2023,Melbourne,Airport,Chocolate Store 40,426,426,1266,10836.87,6470.81,4365.94
11-2024,Melbourne,Airport,Chocolate Store 40,408,408,1238,10403.42,6309.66,4093.68
08-2023,London,Airport,Chocolate Store 41,439,439,1336,11459.12,6902.25,4556.93
01-2024,London,Airport,Chocolate Store 41,451,451,1368,11858.42,7076.33,4782.12
06-2023,London,Airport,Chocolate Store 41,444,444,1359,11384.12,6871.11,4513.08
03-2023,London,Airport,Chocolate Store 41,409,409,1239,10671.38,6465.79,4205.62
05-2024,London,Airport,Chocolate Store 41,410,410,1232,10254.79,6156.97,4097.84
08-2024,London,Airport,Chocolate Store 41,403,403,1188,9799.75,5904.53,3895.15
02-2023,London,Airport,Chocolate Store 41,403,403,1201,10468.38,6268.67,4199.66
11-2023,London,Airport,Chocolate Store 41,410,410,1197,10295.94,6177.33,4118.56
05-2023,London,Airport,Chocolate Store 41,433,433,1353,10972.51,6664.49,4308.04
02-2024,London,Airport,Chocolate Store 41,401,401,1218,10727.11,6418.17,4309.07
01-2023,London,Airport,Chocolate Store 41,410,410,1193,10178.33,6103.2,4075.14
06-2024,London,Airport,Chocolate Store 41,381,381,1151,9635.81,5802.85,3832.95
09-2023,London,Airport,Chocolate Store 41,400,400,1195,10491.72,6331.86,4159.77
12-2024,London,Airport,Chocolate Store 41,407,407,1168,10013.18,6007.97,4005.23
10-2023,London,Airport,Chocolate Store 41,417,417,1260,10734.13,6437.89,4296.13
03-2024,London,Airport,Chocolate Store 41,396,396,1187,10275.58,6149.84,4125.76
12-2023,London,Airport,Chocolate Store 41,395,395,1194,10044.69,6103.97,3940.73
07-2023,London,Airport,Chocolate Store 41,421,421,1258,11253.86,6770.98,4482.8
10-2024,London,Airport,Chocolate Store 41,428,428,1293,11380.69,6781.52,4599.14
04-2024,London,Airport,Chocolate Store 41,394,394,1190,10265.5,6160.13,4105.35
04-2023,London,Airport,Chocolate Store 41,389,389,1182,10164.18,6105.94,4058.2
09-2024,London,Airport,Chocolate Store 41,399,399,1228,10308.79,6111.92,4196.87
07-2024,London,Airport,Chocolate Store 41,419,419,1294,10996.26,6597.34,4398.92
11-2024,London,Airport,Chocolate Store 41,387,387,1166,9609.84,5702.6,3907.31
12-2023,Paris,Online,Chocolate Store 42,443,443,1364,11712.28,7028.93,4683.48
07-2023,Paris,Online,Chocolate Store 42,423,423,1282,10771.74,6500.94,4270.78
12-2024,Paris,Online,Chocolate Store 42,411,411,1247,10568.13,6334.69,4233.46
11-2023,Paris,Online,Chocolate Store 42,419,419,1256,10674.27,6382.85,4291.39
04-2024,Paris,Online,Chocolate Store 42,435,435,1239,10587.72,6295.21,4292.48
05-2023,Paris,Online,Chocolate Store 42,451,451,1306,11296.58,6779.32,4517.25
01-2023,Paris,Online,Chocolate Store 42,424,424,1266,10664.39,6470.3,4194.04
08-2023,Paris,Online,Chocolate Store 42,396,396,1208,10588.53,6382.24,4206.33
09-2023,Paris,Online,Chocolate Store 42,425,425,1283,10511.34,6307.77,4203.56
06-2024,Paris,Online,Chocolate Store 42,387,387,1139,9873.11,5862.92,4010.19
06-2023,Paris,Online,Chocolate Store 42,387,387,1192,10071.56,6049.02,4022.5
09-2024,Paris,Online,Chocolate Store 42,430,430,1281,10795.92,6491.95,4303.94
10-2023,Paris,Online,Chocolate Store 42,434,434,1295,10689.41,6403.65,4285.71
03-2024,Paris,Online,Chocolate Store 42,420,420,1222,10495.68,6307.15,4188.46
05-2024,Paris,Online,Chocolate Store 42,420,420,1276,10977.71,6597.04,4380.7
01-2024,Paris,Online,Chocolate Store 42,423,423,1310,11120.53,6732.14,4388.42
