customer_id,age,gender,loyalty,join_date,avg_spending,unique_orders,total_orders,total_sales,retention
C037526,29,Female,1,2024-08-08,25.768333286047,24,73,618.44,29
C037442,48,Male,0,2024-01-26,27.2328000450134,25,80,680.82,29
C037489,43,Male,1,2024-11-10,21.7687498728434,24,68,522.45,29
C037478,58,Female,0,2025-01-09,23.1195833583673,24,64,554.87,29
C037474,45,Male,0,2024-06-17,27.6336844343888,19,58,525.04,29
C037476,62,Male,0,2026-02-10,27.293913198554,23,78,627.76,29
C037714,35,Female,1,2026-02-07,26.0438890986972,18,54,468.79,29
C037645,58,Male,1,2021-08-30,29.3626088474108,23,78,675.34,29
C037647,25,Male,1,2023-11-15,26.1679164965947,24,74,628.03,29
C037649,44,Female,0,2022-12-06,29.9612500071526,24,73,719.07,29
C037598,41,Male,0,2021-08-03,27.9003999710083,25,85,697.51,29
C037610,36,Male,1,2021-12-27,26.0404347751452,23,69,598.93,29
C037583,27,Female,0,2022-06-20,21.7512501478195,24,62,522.03,29
C037592,48,Male,1,2025-06-10,28.0059998130798,25,73,700.15,29
C037017,21,Female,1,2023-05-30,24.8240000724792,25,78,620.6,29
C037018,34,Male,1,2025-11-04,26.5691306902015,23,67,611.09,29
C037010,62,Female,0,2022-11-03,28.2991668581963,24,68,679.18,29
C037004,23,Female,1,2021-03-24,27.9343997764587,25,77,698.36,29
C037036,37,Male,0,2023-11-08,24.3366665144761,24,69,584.08,29
C037068,48,Male,0,2024-06-08,32.9223807539259,21,76,691.37,29
C037083,25,Male,1,2022-04-12,25.5804760796683,21,60,537.19,29
C036861,38,Female,1,2022-10-16,20.0270835657914,24,59,480.65,29
C036881,57,Male,1,2023-09-15,19.8154167731603,24,55,475.57,29
C036958,25,Female,1,2021-11-30,22.8796000289917,25,75,571.99,29
C036934,45,Female,1,2024-01-30,22.3032002067566,25,81,557.58,29
C036977,41,Female,0,2024-09-10,29.8479164441427,24,80,716.35,29
C036605,24,Male,0,2026-01-22,24.9665217606918,23,73,574.23,29
C036608,25,Male,0,2025-12-23,35.3823996257782,25,95,884.56,29
C036653,45,Male,0,2023-10-13,21.3386956090512,23,68,490.79,29
C036694,22,Female,0,2021-07-28,23.4949998497963,20,57,469.9,29
C036698,66,Female,1,2024-05-07,25.4499997984279,22,68,559.9,29
C036746,25,Female,1,2023-08-03,22.8319047519139,21,60,479.47,29
C036754,58,Male,0,2022-02-19,21.7413637854836,22,64,478.31,29
C036773,20,Male,0,2024-05-23,25.1383334000905,24,60,603.32,29
C036712,20,Male,0,2025-02-05,21.6530435396277,23,60,498.02,29
C036717,39,Male,1,2022-06-09,27.5246155628791,26,77,715.64,29
C036738,35,Female,1,2022-05-04,20.8120833237966,24,67,499.49,29
C036853,63,Male,1,2022-05-28,26.2067998313904,25,67,655.17,29
C036835,49,Female,1,2025-03-15,30.2237501343091,24,83,725.37,29
C039076,22,Female,0,2022-03-12,28.5878261483234,23,74,657.52,29
C039009,34,Female,0,2022-03-19,23.2746156178988,26,72,605.14,29
C039041,52,Female,1,2024-07-19,26.4715999698639,25,70,661.79,29
C039031,54,Female,0,2023-11-11,21.4847368943064,19,47,408.21,29
C039100,27,Male,1,2022-05-29,23.8133333325386,24,62,571.52,29
C038997,57,Female,1,2023-09-12,22.3425001382828,20,55,446.85,29
C038908,56,Female,0,2025-02-16,24.8562500476837,24,76,596.55,29
C039230,68,Male,1,2022-09-19,29.7637499570847,24,81,714.33,29
C039236,24,Female,0,2022-02-03,22.6948002338409,25,67,567.37,29
C039251,59,Female,1,2022-02-12,26.4291305127351,23,76,607.87,29
C039273,58,Male,0,2022-05-15,28.9304348282192,23,76,665.4,29
C039172,69,Female,1,2024-10-21,27.7338092894781,21,65,582.41,29
C039175,38,Female,0,2024-06-10,27.2047825481581,23,64,625.71,29
C039365,25,Female,0,2026-02-04,19.4648000335693,25,67,486.62,29
C039424,28,Female,1,2023-11-26,22.5852001190186,25,62,564.63,29
C039395,46,Female,1,2025-04-03,27.5866665244102,24,79,662.08,29
C039330,48,Female,0,2022-09-23,31.2513043154841,23,74,718.78,29
C039343,55,Female,0,2025-02-03,22.2295998573303,25,62,555.74,29
C039317,60,Female,1,2022-05-31,22.2608693371648,23,61,512,29
C039610,68,Male,1,2024-07-15,21.9463996887207,25,69,548.66,29
C039654,32,Male,0,2024-02-08,22.4503999233246,25,69,561.26,29
C039566,65,Female,0,2023-01-09,23.3140001106262,25,74,582.85,29
C039553,56,Female,0,2022-08-10,26.4731819196181,22,61,582.41,29
C039562,22,Male,0,2021-08-11,27.3015997886658,25,83,682.54,29
C039536,25,Female,1,2025-12-17,25.7847999000549,25,78,644.62,29
C039518,40,Female,0,2021-08-06,29.5065214841262,23,70,678.65,29
C039443,40,Male,0,2024-03-08,27.6799997091293,24,80,664.32,29
C039466,70,Male,1,2021-09-14,27.8395654636881,23,70,640.31,29
C039481,24,Female,1,2023-09-26,28.1533334751924,24,77,675.68,29
C039831,40,Male,0,2022-03-30,21.9950000156056,22,62,483.89,29
C039857,38,Female,0,2021-05-09,23.7590910304676,22,55,522.7,29
C039851,38,Male,1,2024-11-10,25.9730432759161,23,81,597.38,29
C039794,43,Male,0,2022-02-05,26.8209522111075,21,64,563.24,29
C039741,22,Female,1,2022-02-21,21.9178261134935,23,68,504.11,29
C039723,69,Male,0,2025-08-20,20.9404347046562,23,62,481.63,29
C039995,64,Female,0,2021-04-13,21.7012501657009,24,63,520.83,29
C039888,46,Female,0,2025-10-22,25.7470831076304,24,75,617.93,29
C039876,69,Male,1,2022-08-04,23.9234784582387,23,72,550.24,29
C039866,65,Female,0,2022-05-27,26.6691666841507,24,69,640.06,29
C039919,61,Female,0,2025-04-17,23.5617391233859,23,62,541.92,29
C039926,56,Male,1,2022-11-19,25.9523811794463,21,72,545,29
C040979,38,Male,0,2021-03-28,24.2020000934601,20,61,484.04,29
C040969,31,Female,1,2025-03-02,24.5336365591396,22,70,539.74,29
C040992,19,Male,0,2024-03-19,22.7128571328663,21,65,476.97,29
C040888,18,Male,0,2021-07-15,21.2537502646446,24,62,510.09,29
C040932,55,Male,1,2024-01-18,28.7491667866707,24,85,689.98,29
C041040,56,Male,1,2024-04-29,35.8116667469343,24,86,859.48,29
C041020,67,Male,0,2021-03-31,23.4881815260107,22,58,516.74,29
C041031,40,Female,1,2024-05-23,22.8968178142201,22,66,503.73,29
C041124,41,Female,1,2023-03-04,24.5432000160217,25,75,613.58,29
C041118,20,Male,1,2023-04-23,26.9652000236511,25,74,674.13,29
C041144,63,Male,0,2021-12-29,23.0107998275757,25,78,575.27,29
C040835,35,Female,0,2023-03-06,26.9476922658774,26,79,700.64,29
C040842,43,Male,0,2023-08-02,27.5344000434875,25,77,688.36,29
C040731,37,Female,1,2023-06-10,25.4237502217293,24,80,610.17,29
C040732,20,Female,0,2023-09-23,26.3690909364007,22,65,580.12,29
C040749,44,Male,1,2021-11-17,31.3944000434876,25,84,784.86,29
C040637,27,Female,0,2021-12-12,27.3500000862848,21,59,574.35,29
C040625,23,Male,0,2023-05-09,24.8687501053015,24,68,596.85,29
C040607,23,Male,1,2025-03-18,29.140833457311,24,73,699.38,29
C040603,46,Male,1,2025-12-14,25.8621740341187,23,70,594.83,29
C040611,69,Female,0,2025-01-30,29.7590473720006,21,79,624.94,29
C040671,55,Female,1,2022-03-21,22.6209998607636,20,53,452.42,29
C040681,68,Female,0,2021-09-19,25.3847622190203,21,69,533.08,29
C040682,65,Female,1,2021-09-22,20.1035998535156,25,71,502.59,29
C040650,63,Female,1,2024-11-02,21.9795999717712,25,69,549.49,29
C040667,39,Female,0,2022-07-07,20.2529165943464,24,58,486.07,29
C040242,28,Male,0,2022-09-13,33.1149997711182,24,81,794.76,29
C040225,68,Male,0,2021-06-17,25.3737499316533,24,63,608.97,29
C040180,68,Male,1,2023-05-23,31.5058334469795,24,84,756.14,29
C040131,57,Female,1,2024-10-26,29.9917393249014,23,70,689.81,29
C040132,49,Male,0,2023-07-16,29.4645835359891,24,76,707.15,29
C040140,30,Female,1,2026-01-16,28.2530767550835,26,82,734.58,29
C040103,21,Female,1,2025-02-24,22.5966666042805,24,63,542.32,29
C040111,52,Female,1,2024-03-16,19.2609523818606,21,60,404.48,29
C040093,22,Female,0,2026-01-20,23.765909021551,22,65,522.85,29
C040071,39,Male,1,2024-02-25,28.8795454502106,22,65,635.35,29
C040076,38,Male,0,2023-01-17,30.0792001152039,25,75,751.98,29
C040045,21,Male,1,2023-12-16,29.2583333651225,24,77,702.2,29
C040031,29,Female,1,2023-12-09,27.2554166118304,24,77,654.13,29
C040469,43,Male,1,2021-04-09,20.9216664632161,24,59,502.12,29
C040446,23,Male,1,2021-03-06,24.6300002181012,23,65,566.49,29
C040541,46,Female,1,2023-07-28,18.7631999588013,25,58,469.08,29
C040526,58,Male,0,2024-09-12,22.5411535959977,26,69,586.07,29
C040548,30,Male,0,2025-02-12,31.6816000175476,25,90,792.04,29
C040406,29,Female,0,2022-01-24,24.2056521540103,23,65,556.73,29
C040400,50,Male,1,2023-08-23,27.441999835968,25,75,686.05,29
C040422,47,Male,0,2025-09-17,25.8563637950204,22,61,568.84,29
C040376,45,Male,0,2022-08-27,24.2711999702454,25,73,606.78,29
C040312,35,Male,1,2022-11-28,26.486086472221,23,63,609.18,29
C040288,27,Female,1,2022-07-09,24.1337498029073,24,68,579.21,29
C044206,70,Female,1,2023-08-26,27.044799747467,25,83,676.12,29
C044198,50,Female,1,2021-11-02,18.9155000686645,20,52,378.31,29
C044175,35,Male,0,2024-08-18,27.3027271790938,22,72,600.66,29
C044242,33,Female,0,2026-01-19,27.8252171537151,23,73,639.98,29
C044300,20,Female,0,2022-05-28,29.971250017484,24,85,719.31,29
C044134,49,Male,0,2024-05-31,25.3437497814496,24,71,608.25,29
C044155,40,Female,0,2024-10-04,24.2364003372192,25,67,605.91,29
C044160,21,Female,1,2023-12-20,25.4944000816345,25,73,637.36,29
C044164,55,Female,1,2021-12-31,26.2008002662659,25,76,655.02,29
C044130,22,Male,0,2024-12-27,28.5436363220215,22,75,627.96,29
C044120,21,Female,0,2021-05-18,25.9528001594543,25,76,648.82,29
C044124,67,Female,0,2024-01-30,23.2095833818118,24,71,557.03,29
C044082,52,Male,0,2024-02-06,22.1332000732422,25,73,553.33,29
C044029,39,Female,1,2021-04-15,19.5791667600473,24,54,469.9,29
C044576,25,Male,0,2025-05-14,25.6247998428345,25,69,640.62,29
C044544,42,Female,1,2022-08-08,26.9757894591281,19,61,512.54,29
C044554,69,Male,1,2023-06-30,22.3436842215689,19,47,424.53,29
C044513,44,Female,0,2024-03-15,22.0831999397278,25,67,552.08,29
C044485,43,Male,0,2022-10-21,24.8981817093762,22,68,547.76,29
C044333,50,Male,1,2023-05-06,30.3409522374471,21,83,637.16,29
C044338,34,Female,0,2025-04-06,19.194000005722,25,66,479.85,29
C044339,25,Male,0,2021-12-26,19.8074999650319,24,66,475.38,29
C044385,57,Male,0,2025-05-20,23.4190910512751,22,66,515.22,29
C044356,27,Male,1,2021-06-07,26.2127273299477,22,71,576.68,29
C044454,43,Female,0,2024-05-11,29.1262498497963,24,72,699.03,29
C044455,32,Female,1,2021-09-22,26.5372730601918,22,70,583.82,29
C044448,32,Female,0,2024-04-10,25.177619037174,21,74,528.73,29
C044434,54,Female,1,2025-04-09,26.2487999534607,25,77,656.22,29
C044397,36,Female,1,2026-01-21,26.8859999656677,25,78,672.15,29
C044390,63,Female,0,2021-09-11,23.0415999794006,25,65,576.04,29
C044408,61,Female,1,2023-09-12,25.4942104690953,19,56,484.39,29
C043820,57,Female,1,2026-02-01,21.5378260197847,23,62,495.37,29
C043874,23,Male,0,2026-01-19,28.1725002725919,24,78,676.14,29
C043755,56,Female,0,2023-08-01,33.1968182867224,22,81,730.33,29
C043772,66,Male,0,2025-04-20,28.603333405086,21,73,600.67,29
C043953,21,Male,0,2022-12-05,27.7550001144409,22,77,610.61,29
C043949,49,Male,1,2024-06-12,28.7054541761225,22,70,631.52,29
C043933,57,Female,1,2024-04-11,25.8735293220071,17,54,439.85,29
C043881,54,Male,1,2025-05-06,29.6285713740758,21,71,622.2,29
C043910,20,Female,1,2021-05-02,22.697391199029,23,66,522.04,29
C043998,43,Female,1,2021-05-27,27.1212000656128,25,77,678.03,29
C044015,41,Female,1,2024-03-25,25.1678260305653,23,62,578.86,29
C043961,47,Female,1,2022-10-08,23.2476191520691,21,60,488.2,29
C043985,68,Female,1,2023-11-04,29.9249998439442,22,75,658.35,29
C043981,46,Male,1,2023-06-17,23.7358331978321,24,86,569.66,29
C043591,38,Female,0,2023-04-04,17.8813045335853,23,50,411.27,29
C043620,49,Male,1,2021-09-29,19.4316665927569,24,59,466.36,29
C043730,37,Male,0,2025-10-07,23.8833333651225,18,53,429.9,29
C043722,44,Female,1,2025-01-08,29.5861905642918,21,67,621.31,29
C043677,45,Female,1,2024-01-10,18.8439132130664,23,59,433.41,29
C043497,31,Male,0,2022-06-13,26.001249730587,24,75,624.03,29
C043562,59,Female,1,2022-03-07,27.890000085036,24,77,669.36,29
C043520,54,Female,0,2022-07-26,31.7708000183105,25,79,794.27,29
C043541,20,Male,0,2025-05-03,26.683333337307,24,86,640.4,29
C043545,30,Male,1,2021-08-03,28.6413637508046,22,70,630.11,29
C045491,23,Female,0,2025-12-18,23.3478947564175,19,58,443.61,29
C045493,70,Female,0,2025-08-13,27.9583332737287,24,78,671,29
C045474,67,Male,0,2022-09-12,25.8613634976474,22,73,568.95,29
C045465,34,Female,1,2024-11-24,26.5162500540415,24,74,636.39,29
C045539,49,Male,0,2025-03-17,29.1237497031689,24,83,698.97,29
C045564,39,Female,0,2024-01-10,26.5344998598099,20,62,530.69,29
C045571,47,Male,0,2024-02-28,26.7484000396729,25,74,668.71,29
C045584,64,Female,1,2022-02-01,22.4243998146057,25,71,560.61,29
C045618,33,Male,1,2024-02-03,19.8968183777549,22,56,437.73,29
C045623,63,Female,1,2021-11-14,25.1391304264898,23,75,578.2,29
C045634,70,Female,1,2023-02-26,24.6609091541984,22,64,542.54,29
C045652,40,Male,0,2025-09-10,22.2241667509079,24,66,533.38,29
C045692,40,Male,1,2025-02-24,23.8207999324799,25,77,595.52,29
C045713,30,Female,0,2021-07-24,22.1358332832654,24,61,531.26,29
C045714,45,Female,0,2025-06-12,23.5039999389648,25,77,587.6,29
C045740,25,Male,0,2022-01-15,29.0804546096108,22,81,639.77,29
C045399,29,Male,1,2024-05-07,26.3712001228333,25,76,659.28,29
C045327,45,Female,1,2022-07-01,31.1770834128062,24,84,748.25,29
C045347,20,Male,1,2024-12-12,19.4604999303818,20,54,389.21,29
C045342,57,Female,0,2022-12-17,31.7455998039246,25,92,793.64,29
C045386,48,Male,1,2022-07-11,26.5742858705066,21,64,558.06,29
C045370,27,Male,0,2023-06-03,25.5991669694583,24,66,614.38,29
C045195,30,Female,1,2026-02-09,26.4781816872683,22,67,582.52,29
C045166,62,Male,0,2024-02-09,21.3865217747896,23,71,491.89,29
C045167,29,Male,1,2023-08-17,27.0009997367859,20,60,540.02,29
C045281,32,Female,1,2021-04-18,24.4995833834012,24,80,587.99,29
C045307,65,Male,0,2025-01-13,27.5904168486595,24,81,662.17,29
C045303,49,Female,1,2026-02-12,20.8465216885442,23,70,479.47,29
C045255,61,Male,0,2024-04-22,25.5682608977608,23,72,588.07,29
C044643,59,Male,1,2022-12-29,30.1404001045227,25,87,753.51,29
C044655,67,Male,1,2025-04-20,26.8204165299733,24,75,643.69,29
C044660,19,Female,0,2025-05-09,24.7377271760594,22,64,544.23,29
C044670,42,Female,1,2023-02-28,24.5195653749549,23,64,563.95,29
C044671,25,Female,0,2023-12-08,28.3964998960495,20,58,567.93,29
C044672,24,Male,0,2022-01-02,30.4371998405457,25,85,760.93,29
C044624,38,Female,0,2022-07-28,26.6187499960264,24,76,638.85,29
C044610,24,Male,0,2021-11-24,30.4636366150596,22,70,670.2,29
C044724,57,Male,1,2022-11-02,22.8604763121832,21,60,480.07,29
C044733,19,Male,1,2023-03-05,18.589999884367,24,62,446.16,29
C044734,29,Male,0,2024-03-18,19.9295454675501,22,60,438.45,29
C044736,24,Female,0,2023-11-22,23.1439127922058,23,64,532.31,29
C044739,65,Female,0,2021-12-05,22.5473910932956,23,61,518.59,29
C044692,64,Male,0,2021-10-09,20.7516666253408,24,60,498.04,29
C044871,22,Female,0,2025-06-26,31.1191999816895,25,86,777.98,29
C044880,38,Female,1,2023-05-13,23.3147827646007,23,66,536.24,29
C044842,37,Female,0,2024-04-14,23.1647826899653,23,62,532.79,29
C044839,34,Male,1,2025-10-08,21.8425000707308,24,68,524.22,29
C044752,55,Female,0,2021-03-06,25.8824996232986,20,60,517.65,29
C044757,23,Male,1,2022-09-08,24.2704347942186,23,70,558.22,29
C044784,46,Male,1,2023-08-25,23.3088001441956,25,67,582.72,29
C044792,47,Female,1,2023-09-03,25.4024000930786,25,68,635.06,29
C044975,23,Female,1,2023-08-21,23.9237499237061,24,74,574.17,29
C045024,42,Male,1,2024-11-22,25.6664001846313,25,65,641.66,29
C044937,60,Male,0,2026-01-26,24.4743477468905,23,69,562.91,29
C044958,47,Female,0,2021-05-03,27.1539129796235,23,72,624.54,29
C044959,38,Female,0,2023-11-03,27.1150003129786,22,70,596.53,29
C044960,59,Male,0,2025-10-26,27.4283332228661,24,73,658.28,29
C044894,23,Male,0,2021-10-28,24.3295998859406,25,79,608.24,29
C045050,57,Female,1,2022-05-09,23.2528000736237,25,67,581.32,29
C045029,69,Female,0,2025-07-13,24.0240911787206,22,61,528.53,29
C045070,65,Male,1,2023-06-03,28.3312002372742,25,74,708.28,29
C042739,64,Male,1,2023-11-26,27.9326089050459,23,65,642.45,29
C042740,49,Female,0,2022-12-20,24.618333597978,24,78,590.84,29
C042723,50,Female,1,2022-10-02,25.883600063324,25,70,647.09,29
C042751,65,Male,1,2025-02-28,23.8582607559536,23,63,548.74,29
C042753,55,Female,1,2023-05-23,23.4577272371812,22,55,516.07,29
C042871,41,Female,0,2025-12-21,24.0299998955293,22,70,528.66,29
C042848,21,Female,0,2022-02-22,22.1591665943464,24,65,531.82,29
C042836,52,Male,0,2021-09-20,22.503199968338,25,68,562.58,29
C042824,43,Male,0,2022-11-08,23.4094736952531,19,56,444.78,29
C042806,67,Female,1,2024-07-24,25.6786956579789,23,67,590.61,29
C042659,19,Female,0,2023-11-19,27.2631817514246,22,71,599.79,29
C042660,38,Male,0,2026-01-02,23.1576189086551,21,58,486.31,29
C042682,68,Male,1,2023-11-25,26.708333303531,24,86,641,29
C042725,33,Female,0,2023-07-29,27.5757139977955,21,59,579.09,29
C042713,44,Male,0,2022-01-08,28.8418185060675,22,73,634.52,29
C042703,18,Female,1,2022-11-10,26.3754167954127,24,82,633.01,29
C042638,44,Female,0,2021-09-14,23.3387499849002,24,65,560.13,29
C042593,18,Male,0,2022-12-23,21.0873910862467,23,64,485.01,29
C042393,39,Male,0,2021-05-27,27.2087494929632,24,75,653.01,29
C042379,38,Female,0,2023-04-19,21.4399997454423,26,64,557.44,29
C042414,66,Female,1,2024-11-27,26.0607999038696,25,79,651.52,29
C042423,60,Male,0,2026-01-11,27.3974998792013,24,74,657.54,29
C042399,43,Male,1,2022-11-25,24.3295833567778,24,75,583.91,29
C042425,24,Male,0,2021-08-13,25.1279167334239,24,72,603.07,29
C042491,54,Male,0,2025-07-05,28.7254167596499,24,71,689.41,29
C042547,65,Female,0,2023-09-26,24.7687501708666,24,75,594.45,29
C042550,36,Female,0,2021-10-30,25.3333330551783,24,67,608,29
C042516,60,Female,0,2021-05-31,27.7700002089791,23,68,638.71,29
C042524,68,Female,1,2023-08-30,20.6734784167746,23,65,475.49,29
C043016,31,Male,0,2025-01-08,23.979999811753,23,75,551.54,29
C043002,61,Male,0,2022-01-22,24.0582607103431,23,65,553.34,29
C042966,66,Female,0,2023-11-07,24.070434777633,23,65,553.62,29
C042973,47,Male,0,2022-10-03,19.7463997650146,25,59,493.66,29
C042955,61,Male,0,2022-08-28,27.0249999219721,22,71,594.55,29
C042883,61,Male,0,2025-08-24,22.7895237831842,21,61,478.58,29
C042922,50,Male,1,2025-07-21,21.2668001556396,25,67,531.67,29
C042914,50,Male,1,2024-08-20,26.3920000314713,20,56,527.84,29
C043135,56,Female,0,2025-04-08,30.5743999099731,25,82,764.36,29
C043137,38,Female,1,2024-04-14,22.9320834378401,24,66,550.37,29
C043140,49,Female,0,2022-11-03,19.9188002586365,25,69,497.97,29
C043097,41,Female,1,2023-02-14,22.7452176757481,23,69,523.14,29
C043114,31,Female,0,2021-04-21,27.3166670345125,21,64,573.65,29
C043041,31,Male,0,2021-06-16,22.2782608633456,23,63,512.4,29
C043063,34,Male,1,2021-05-20,18.9604544422843,22,58,417.13,29
C043046,56,Male,0,2024-11-27,24.224166760842,24,72,581.38,29
C043049,45,Female,0,2024-05-21,28.9548000717163,25,73,723.87,29
C043210,60,Female,0,2023-08-09,29.2894443405999,18,51,527.21,29
C043229,46,Female,1,2021-04-04,33.0003999519348,25,82,825.01,29
C043230,24,Female,1,2022-03-10,32.1131998634338,25,87,802.83,29
C043213,26,Female,1,2025-07-06,21.4648000717163,25,64,536.62,29
C043281,69,Male,0,2024-07-23,31.9120833476384,24,75,765.89,29
C043303,56,Female,1,2024-08-03,28.6920834183693,24,76,688.61,29
C043292,63,Male,1,2023-07-29,20.9388000583649,25,70,523.47,29
C043241,58,Male,1,2022-04-03,23.2980000400543,25,80,582.45,29
C043347,34,Male,1,2024-11-20,27.8945832848549,24,77,669.47,29
C043364,31,Male,0,2023-01-28,24.3672000217438,25,67,609.18,29
C043360,62,Female,0,2025-04-27,25.5873912728351,23,72,588.51,29
C043308,19,Female,0,2024-10-30,22.8934782898944,23,70,526.55,29
C043324,69,Female,1,2024-07-01,27.8871427944728,21,68,585.63,29
C043332,51,Male,0,2022-01-29,28.1920833190282,24,77,676.61,29
C043417,56,Male,1,2024-08-23,19.8558335105578,24,67,476.54,29
C043445,62,Male,1,2025-05-10,22.8799999100821,21,64,480.48,29
C043397,21,Male,0,2023-05-01,26.8278263755467,23,67,617.04,29
C043388,47,Female,1,2024-04-14,15.755454659462,22,54,346.62,29
C043389,19,Female,1,2022-07-02,21.9095999526978,25,65,547.74,29
C043379,67,Male,0,2021-04-02,27.7666666507721,24,73,666.4,29
C041262,24,Male,0,2022-06-06,28.9892001056671,25,76,724.73,29
C041169,19,Female,0,2025-02-22,27.1727997779846,25,80,679.32,29
C041177,41,Male,1,2023-12-25,21.951666722695,24,70,526.84,29
C041202,60,Female,0,2025-12-19,29.2037497460842,24,79,700.89,29
C041209,19,Male,0,2022-05-10,24.4520002841949,20,62,489.04,29
C041216,60,Female,0,2023-02-09,28.4820000743866,25,76,712.05,29
C041351,69,Male,0,2023-10-24,26.5956521241561,23,69,611.7,29
C041346,70,Male,0,2025-01-13,27.0329413414001,17,53,459.56,29
C041358,67,Female,1,2024-09-03,23.5256520146909,23,57,541.09,29
C041361,27,Male,1,2025-04-04,21.2329163750013,24,67,509.59,29
C041425,55,Female,1,2025-08-30,21.0314286322821,21,55,441.66,29
C041409,32,Female,1,2026-03-02,22.3108697766843,23,60,513.15,29
C041550,64,Female,1,2025-09-25,33.2379166285197,24,87,797.71,29
C041516,59,Female,1,2024-09-05,27.9378261566162,23,76,642.57,29
C041520,69,Female,0,2022-09-09,27.2675002217293,24,82,654.42,29
C041488,63,Female,0,2025-06-16,25.2658335069815,24,75,606.38,29
C041489,23,Male,0,2023-10-16,22.3341668645541,24,65,536.02,29
C041502,58,Male,1,2024-11-20,18.4513634660027,22,48,405.93,29
C041621,64,Male,0,2024-10-07,22.1592000389099,25,72,553.98,29
C041622,46,Female,1,2022-12-16,26.1957141104199,21,71,550.11,29
C041600,46,Male,1,2024-07-22,23.344400100708,25,76,583.61,29
C041601,20,Male,0,2023-11-28,24.5199999213219,24,72,588.48,29
C041591,50,Male,0,2025-03-24,25.3274998466174,24,66,607.86,29
C041578,18,Male,1,2021-05-03,24.2947618053073,21,62,510.19,29
C041659,48,Male,0,2022-02-17,28.0394997835159,20,57,560.79,29
C041694,34,Male,0,2022-10-08,24.5033332308133,24,74,588.08,29
C042196,51,Female,0,2023-08-19,23.967083354791,24,69,575.21,29
C042157,42,Male,0,2022-02-22,18.5691999816895,25,65,464.23,29
C042152,70,Female,1,2021-12-07,22.2283335261875,18,47,400.11,29
C042160,60,Female,0,2022-06-05,28.950000182442,23,80,665.85,29
C042179,23,Male,0,2026-02-10,27.4334615193881,26,83,713.27,29
C042185,58,Male,1,2022-11-22,24.4099999427795,25,73,610.25,29
C042227,69,Male,1,2025-06-26,27.0020830829938,24,77,648.05,29
C042224,63,Male,1,2025-04-12,25.2831999588013,25,75,632.08,29
C042286,69,Female,0,2022-01-23,28.9036361954429,22,73,635.88,29
C042296,54,Male,1,2025-02-12,19.4050000255758,22,44,426.91,29
C042083,54,Female,0,2021-11-20,23.0512001419067,25,67,576.28,29
C042072,34,Male,0,2023-10-29,33.020434545434,23,80,759.47,29
C042011,58,Female,1,2023-10-30,27.9482612609863,23,69,642.81,29
C042136,63,Male,1,2023-07-08,19.4863637143915,22,43,428.7,29
C042133,48,Male,0,2025-11-06,25.4799998402596,24,71,611.52,29
C042138,47,Male,0,2022-06-18,27.0862500270208,24,82,650.07,29
C042146,20,Female,1,2024-07-01,28.4629164536794,24,78,683.11,29
C042000,23,Male,1,2024-06-18,25.4703999710083,25,72,636.76,29
C041951,41,Male,0,2023-02-23,25.2311999320984,25,78,630.78,29
C041954,33,Female,1,2025-02-01,28.703999876976,20,63,574.08,29
C041939,44,Male,0,2024-01-04,26.7786955211474,23,80,615.91,29
C041969,42,Male,0,2025-08-02,27.7686959349591,23,71,638.68,29
C041920,36,Female,1,2025-11-16,28.8956523978192,23,77,664.6,29
C041921,30,Female,0,2021-10-30,20.4112000274658,25,76,510.28,29
C041903,25,Male,1,2026-02-06,25.0471429370698,21,62,525.99,29
C041817,46,Male,1,2021-12-11,23.6945831974347,24,76,568.67,29
C041826,62,Male,1,2025-10-10,27.4928002929687,25,75,687.32,29
C041800,21,Male,1,2022-10-16,26.092916727066,24,72,626.23,29
C041801,52,Female,1,2025-04-30,26.8378261897875,23,69,617.27,29
C041830,61,Male,0,2024-04-02,28.7499999237061,25,77,718.75,29
C041832,28,Male,0,2024-12-13,28.3926087047743,23,71,653.03,29
C041849,33,Male,1,2025-01-14,27.4160001373291,25,74,685.4,29
C041854,33,Female,0,2021-12-27,21.5565217681553,23,67,495.8,29
C041786,42,Male,0,2023-05-10,28.4975998878479,25,84,712.44,29
C041781,55,Female,1,2024-03-12,26.3557141621908,21,67,553.47,29
C041727,32,Female,0,2024-05-11,20.7116000080109,25,62,517.79,29
C041755,30,Male,0,2021-03-07,28.5108332037926,24,71,684.26,29
C041750,70,Male,0,2025-06-11,29.3500001637832,23,80,675.05,29
C045826,57,Female,1,2023-07-27,24.6539998626709,25,67,616.35,29
C045835,55,Female,0,2024-05-28,24.8870834211508,24,75,597.29,29
C045744,56,Male,0,2021-05-18,28.5431997680664,25,76,713.58,29
C045779,18,Female,0,2023-12-27,30.9412498871485,24,81,742.59,29
C045782,42,Female,0,2023-06-07,28.5621740610703,23,77,656.93,29
C045792,66,Male,1,2024-03-21,24.1595653243687,23,74,555.67,29
C045949,56,Male,1,2025-11-04,27.4962500929832,24,77,659.91,29
C045992,46,Female,1,2023-12-19,29.950952393668,21,67,628.97,29
C046009,64,Male,0,2021-08-02,29.1085713931492,21,72,611.28,29
C046254,58,Male,0,2021-10-16,28.5925000707308,24,76,686.22,29
C046270,63,Male,0,2022-07-19,23.6704168915749,24,67,568.09,29
C046250,66,Male,0,2023-01-18,21.4549998442332,24,63,514.92,29
